2000,2,2,100000.0
2000,2,3,100304.0
2000,2,4,100582.0
2000,2,7,100932.0
2000,2,8,100982.0
2000,2,9,101073.0
2000,2,10,101073.0
2000,2,11,101073.0
2000,2,14,101073.0
2000,2,15,101073.0
2000,2,16,101073.0
2000,2,17,101073.0
2000,2,18,101073.0
2000,2,22,101073.0
2000,2,23,101073.0
2000,2,24,101073.0
2000,2,25,101073.0
2000,2,28,101073.0
2000,2,29,101073.0
2000,3,1,101073.0
2000,3,2,101073.0
2000,3,3,101073.0
2000,3,6,101073.0
2000,3,7,101073.0
2000,3,8,101073.0
2000,3,9,101073.0
2000,3,10,101073.0
2000,3,13,101073.0
2000,3,14,101073.0
2000,3,15,101073.0
2000,3,16,101073.0
2000,3,17,101073.0
2000,3,20,101073.0
2000,3,21,101073.0
2000,3,22,101073.0
2000,3,23,101073.0
2000,3,24,101073.0
2000,3,27,101073.0
2000,3,28,101073.0
2000,3,29,101073.0
2000,3,30,101073.0
2000,3,31,101073.0
2000,4,3,101073.0
2000,4,4,101073.0
2000,4,5,101073.0
2000,4,6,101073.0
2000,4,7,101073.0
2000,4,10,101073.0
2000,4,11,101073.0
2000,4,12,101073.0
2000,4,13,101073.0
2000,4,14,101073.0
2000,4,17,101073.0
2000,4,18,101073.0
2000,4,19,101073.0
2000,4,20,101073.0
2000,4,24,101073.0
2000,4,25,101073.0
2000,4,26,101073.0
2000,4,27,101073.0
2000,4,28,101073.0
2000,5,1,101073.0
2000,5,2,101073.0
2000,5,3,101073.0
2000,5,4,101073.0
2000,5,5,101073.0
2000,5,8,101073.0
2000,5,9,101073.0
2000,5,10,101073.0
2000,5,11,101073.0
2000,5,12,101073.0
2000,5,15,101073.0
2000,5,16,101073.0
2000,5,17,101073.0
2000,5,18,101073.0
2000,5,19,101073.0
2000,5,22,101073.0
2000,5,23,101073.0
2000,5,24,101073.0
2000,5,25,101073.0
2000,5,26,101073.0
2000,5,30,101073.0
2000,5,31,101073.0
2000,6,1,101073.0
2000,6,2,101073.0
2000,6,5,101073.0
2000,6,6,101073.0
2000,6,7,101073.0
2000,6,8,101073.0
2000,6,9,101073.0
2000,6,12,101073.0
2000,6,13,101073.0
2000,6,14,101073.0
2000,6,15,101073.0
2000,6,16,101073.0
2000,6,19,101073.0
2000,6,20,101073.0
2000,6,21,101073.0
2000,6,22,101073.0
2000,6,23,101073.0
2000,6,26,101073.0
2000,6,27,101073.0
2000,6,28,101073.0
2000,6,29,101073.0
2000,6,30,101073.0
2000,7,3,101073.0
2000,7,5,101073.0
2000,7,6,101073.0
2000,7,7,101073.0
2000,7,10,101073.0
2000,7,11,101073.0
2000,7,12,101244.0
2000,7,13,101378.0
2000,7,14,101671.0
2000,7,17,101805.0
2000,7,18,101573.0
2000,7,19,101573.0
2000,7,20,101573.0
2000,7,21,101573.0
2000,7,24,101573.0
2000,7,25,101573.0
2000,7,26,101573.0
2000,7,27,101573.0
2000,7,28,101573.0
2000,7,31,101573.0
2000,8,1,101573.0
2000,8,2,101573.0
2000,8,3,101573.0
2000,8,4,101573.0
2000,8,7,101573.0
2000,8,8,101573.0
2000,8,9,101573.0
2000,8,10,101573.0
2000,8,11,101573.0
2000,8,14,101573.0
2000,8,15,101573.0
2000,8,16,101650.0
2000,8,17,101834.0
2000,8,18,101767.0
2000,8,21,102250.0
2000,8,22,102095.0
2000,8,23,102725.0
2000,8,24,103325.0
2000,8,25,102769.0
2000,8,28,102160.0
2000,8,29,102054.0
2000,8,30,102166.0
2000,8,31,102079.0
2000,9,1,101701.0
2000,9,5,101860.0
2000,9,6,101860.0
2000,9,7,101860.0
2000,9,8,101860.0
2000,9,11,101860.0
2000,9,12,101860.0
2000,9,13,101860.0
2000,9,14,101860.0
2000,9,15,101860.0
2000,9,18,101860.0
2000,9,19,101860.0
2000,9,20,101860.0
2000,9,21,101860.0
2000,9,22,101860.0
2000,9,25,101860.0
2000,9,26,101860.0
2000,9,27,101860.0
2000,9,28,101860.0
2000,9,29,101860.0
2000,10,2,101860.0
2000,10,3,101860.0
2000,10,4,101860.0
2000,10,5,101860.0
2000,10,6,101860.0
2000,10,9,101860.0
2000,10,10,101860.0
2000,10,11,101860.0
2000,10,12,101860.0
2000,10,13,101860.0
2000,10,16,101860.0
2000,10,17,101860.0
2000,10,18,101860.0
2000,10,19,101860.0
2000,10,20,101860.0
2000,10,23,101860.0
2000,10,24,101860.0
2000,10,25,101860.0
2000,10,26,101860.0
2000,10,27,101860.0
2000,10,30,101860.0
2000,10,31,101860.0
2000,11,1,101860.0
2000,11,2,101860.0
2000,11,3,101860.0
2000,11,6,101860.0
2000,11,7,101860.0
2000,11,8,101860.0
2000,11,9,101860.0
2000,11,10,101860.0
2000,11,13,101860.0
2000,11,14,101860.0
2000,11,15,101860.0
2000,11,16,101860.0
2000,11,17,101860.0
2000,11,20,101860.0
2000,11,21,101860.0
2000,11,22,101860.0
2000,11,24,101860.0
2000,11,27,101860.0
2000,11,28,101860.0
2000,11,29,101860.0
2000,11,30,101860.0
2000,12,1,101860.0
2000,12,4,101860.0
2000,12,5,101860.0
2000,12,6,101860.0
2000,12,7,101860.0
2000,12,8,101860.0
2000,12,11,101860.0
2000,12,12,101763.0
2000,12,13,101537.0
2000,12,14,101640.0
2000,12,15,101241.0
2000,12,18,101473.0
2000,12,19,101473.0
2000,12,20,101473.0
2000,12,21,101473.0
2000,12,22,101473.0
2000,12,26,101473.0
2000,12,27,101473.0
2000,12,28,101473.0
2000,12,29,101473.0
2001,1,2,101473.0
2001,1,3,101473.0
2001,1,4,101473.0
2001,1,5,101473.0
2001,1,8,101473.0
2001,1,9,101473.0
2001,1,10,101473.0
2001,1,11,101473.0
2001,1,12,101473.0
2001,1,16,101473.0
2001,1,17,101473.0
2001,1,18,101473.0
2001,1,19,101473.0
2001,1,22,101473.0
2001,1,23,101473.0
2001,1,24,101473.0
2001,1,25,101473.0
2001,1,26,101473.0
2001,1,29,101473.0
2001,1,30,101473.0
2001,1,31,101473.0
2001,2,1,101473.0
2001,2,2,101473.0
2001,2,5,101473.0
2001,2,6,101473.0
2001,2,7,101473.0
2001,2,8,101473.0
2001,2,9,101473.0
2001,2,12,101473.0
2001,2,13,101473.0
2001,2,14,101473.0
2001,2,15,101473.0
2001,2,16,101473.0
2001,2,20,101473.0
2001,2,21,101473.0
2001,2,22,101473.0
2001,2,23,101473.0
2001,2,26,101473.0
2001,2,27,101473.0
2001,2,28,101473.0
2001,3,1,101473.0
2001,3,2,101473.0
2001,3,5,101473.0
2001,3,6,101473.0
